section,code,display_name,base_price
Общие манипуляции,810012,Ортодонтическая коррекция с применением брекет-систем: использование замка,1200.0
Общие манипуляции,810013,Ортодонтическая коррекция с применением брекет-систем: повторная фиксация 1го брекета,2000.0
Общие манипуляции,810014,"Ортодонтическая коррекция с применением брекет-систем: снятие брекет системы, обработка поверхности зубов (1 зуб)",1200.0
Общие манипуляции,810015,Коррекция съемного ортодонического аппарата,1500.0
Общие манипуляции,810016,Ремонт ортодонического аппарата,6200.0
Общие манипуляции,810017,Припасовка и наложение ортодонтического аппарата,1000.0
Общие манипуляции,810018,Ортодонтическая коррекция брекет-системы с интервалом посещений 4 нед.,6000.0
Общие манипуляции,810019,Ортодонтическая коррекция: наложение дуги металлической,1500.0
Виды лечения (аппараты),810100,Ортодонтическая коррекция: лечение на ортодонтическом мини имплантате включая стоимость расходного материала (в области 1 зуба),28800.0
Виды лечения (аппараты),810101,Ортодонтическая коррекция: исправление аномалий прикуса и положения зубов с помощью двухчелюстных аппаратов,28000.0
Виды лечения (аппараты),810102,Ортодонтическая коррекция: исправление аномалий прикуса и положения зубов с помощью пластинки с винтом (на одной челюсти),17300.0
Виды лечения (аппараты),810103,Ортодонтическая коррекция: исправление аномалий прикуса и положения зубов с помощью простой пластинки (на одной челюсти),13300.0
Виды лечения (аппараты),810104,Услуги по обслуживанию ортодонтических аппаратов: изготовление пластинки (первичной),9000.0
Виды лечения (аппараты),810105,Услуги по обслуживанию ортодонтических аппаратов: изготовление пластинки с 1 винтом,12000.0
Виды лечения (аппараты),810106,Услуги по обслуживанию ортодонтических аппаратов: изготовление пластинки с 2 винтами,14000.0
Виды лечения (аппараты),810107,"Ортодонтическая коррекция несъемным ортодонтическим аппаратом: изготовление сложного двухчелюстного аппарата, регуляторов и различных модификаций функциональных аппаратов",25000.0
Лечение с применением элайнеров,810200,Изготовление элайнера,9400.0
Лечение с применением элайнеров,810201,Ортодонтическая коррекция съемным ортодонтическим аппаратом: диагностика и планирование,32000.0
Лечение с применением элайнеров,810202,Ортодонтическая коррекция съемным ортодонтическим аппаратом: пакет Флексилайнер от 1 до 5 элайнеров,160000.0
Лечение с применением элайнеров,810203,Ортодонтическая коррекция съемным ортодонтическим аппаратом: пакет Флексилайнер от 6 до 10 элайнеров,250000.0
Лечение с применением элайнеров,810204,Ортодонтическая коррекция съемным ортодонтическим аппаратом: пакет Флексилайнер от 11 до 16 элайнеров,320000.0
Лечение с применением элайнеров,810205,Ортодонтическая коррекция съемным ортодонтическим аппаратом: пакет Флексилайнер от 17 до 32 элайнеров,360000.0
Лечение с применением элайнеров,810206,Ортодонтическая коррекция съемным ортодонтическим аппаратом: пакет Флексилайнер от от 33 элайнеров и без ограничения,380000.0
Лечение с применением брекет-систем,810300,Ортодонтическая коррекция с применением брекет-систем: прямая фиксация брекет-системы (1 челюсть),18200.0
Лечение с применением брекет-систем,810301,Ортодонтическая коррекция с применением брекет-систем: эстетические самолигирующиеся брекеты Clarity SL (1 зубной ряд),67000.0
Лечение с применением брекет-систем,810302,Ортодонтическая коррекция с применением брекет-систем: эстетические самолигирующиеся брекеты ASTAR Orthodonthics(1 зубной ряд),67000.0
Лечение с применением брекет-систем,810303,Ортодонтическая коррекция с применением брекет-систем: керамическая брекет-система Aspire (1 зубной ряд),50500.0
Лечение с применением брекет-систем,810304,Ортодонтическая коррекция с применением брекет-систем: брекет- систем Detntaurum Standart Edgewise(1 зубной ряд),35000.0
Лечение с применением брекет-систем,810305,Ортодонтическая коррекция c применением брекет-систем: фиксация металлической брекет-системы,25000.0
Лечение с применением брекет-систем,810306,Ортодонтическая коррекция c применением брекет-систем: фиксация керамической  брекет-системы,30000.0
Лечение с применением брекет-систем,810307,"Ортодонтическая коррекция с применением брекет-систем: снятие брекет системы, обработка поверхности зубов (1 зубной ряд)",14000.0
Лечение с применением брекет-систем,810308,Ортодонтическая коррекция с применением брекет-систем: фиксация частичной брекет-системы (замка) на моляр,1300.0
Лечение с применением брекет-систем,810309,Ортодонтическая коррекция с применением брекет-систем: дополнительный брекет металлический,4800.0
Лечение с применением брекет-систем,810310,Ортодонтическая коррекция с применением брекет-систем: дополнительный брекет керамический,5500.0
Несъемное протезирование,810400,"Сошлифовывание твердых тканей зуба для последующего восстановления вкладкой, накладкой, полукоронкой, коронкой, виниром",3000.0
Фиксация,810500,Услуги по изготовлению ортопедической конструкции стоматологической: постоянная фиксация несъемной конструкции,800.0
Фиксация,810501,"Услуги по изготовлению ортопедической конструкции стоматологической: фиксация безметалловой коронки, вкладки, винира",2800.0
Фиксация,810502,Повторная фиксация на постоянный цемент несъемных ортопедических конструкций,3000.0
Фиксация,810503,Восстановление зуба коронкой: закрытие трансокклюзионной шахты винта в коронке композитным материалом,2000.0
Временное протезирование,810600,"Восстановление зуба коронкой временной, изготовленной клиническим путём",3000.0
Временное протезирование,810601,"Восстановление зуба вкладками, виниром, полукоронкой: винир временный, изготовленный клиническим путём",3500.0
Временное протезирование,810602,"Восстановление зуба коронкой временной, изготовленной лабораторным путём",7000.0
Временное протезирование,810603,Восстановление зуба коронкой временной композитной фрезерованной лабораторным методом,9000.0
Восстановление культи зуба,810700,"Восстановление зуба вкладками, виниром, полукоронкой: культевая вкладка из золотосодержащего сплава (без стоимости драгоценного сплава)",35000.0
Восстановление культи зуба,810701,"Восстановление зуба вкладками, виниром, полукоронкой: вкладка керамическая Emax",20000.0
Восстановление культи зуба,810702,"Восстановление зуба вкладками, виниром, полукоронкой: вкладка из диоксида циркония разборная",22000.0
Восстановление культи зуба,810703,"Восстановление зуба вкладками, виниром, полукоронкой: вкладка из диоксида циркония",22000.0
Восстановление культи зуба,810704,"Восстановление зуба вкладками, виниром, полукоронкой: вкладка культевая КХС (Co-Cr)",9000.0
Восстановление культи зуба,810705,"Восстановление зуба вкладками, виниром, полукоронкой: вкладка культевая КХС (Co-Cr) разборная",13000.0
Безметалловое протезирование,810800,Восстановление зуба коронкой безметалловой высокой эстетики Emax,55000.0
Безметалловое протезирование,810801,Восстановление зуба коронкой керамической на диоксиде циркония (методом послойного нанесения керамики),45000.0
Безметалловое протезирование,810802,Восстановление зуба коронкой керамической на диоксиде циркония,35000.0
Безметалловое протезирование,810803,"Восстановление зуба вкладками, виниром, полукоронкой: винир керамический (методом послойного нанесения керамики)",55000.0
Безметалловое протезирование,810804,"Восстановление зуба вкладками, виниром, полукоронкой: винир керамический из материала Emax",35000.0
Безметалловое протезирование,810805,"Восстановление зуба вкладками, виниром, полукоронкой: винир керамический (методом окрашивания)",25000.0
Металлокерамическое протезирование,810900,Восстановление зуба коронкой,15000.0
Металлокерамическое протезирование,810901,Восстановление зуба коронкой металлокерамической КХС (Co-Cr),15000.0
Металлокерамическое протезирование,810902,"Восстановление зуба коронкой металлокерамической, изготовленной методом сканирования (CAD CAM)",20000.0
Металлокерамическое протезирование,810903,Восстановление зуба коронкой на драгоценном металле (без стоимости драгоценного сплава),45000.0
Услуги,811000,Услуги по изготовлению ортопедической конструкции стоматологической: коррекция протеза,1500.0
Услуги,811001,Услуги по изготовлению ортопедической конструкции стоматологической: перебазировка съемного протеза клиническим методом,6000.0
Услуги,811002,Услуги по изготовлению ортопедической конструкции стоматологической: перебазировка съемного протеза лабораторным методом,9500.0
Услуги,811003,Услуги по изготовлению ортопедической конструкции стоматологической: армирование полного съемного пластиночного протеза,8800.0
Услуги,811004,Услуги по изготовлению ортопедической конструкции стоматологической: изготовление эластической прокладки (лабораторный метод),6000.0
Услуги,811005,Услуги по изготовлению ортопедической конструкции стоматологической: приварка кламмера,2900.0
Услуги,811006,Услуги по изготовлению ортопедической конструкции стоматологической: приварка зуба,3500.0
Услуги,811007,Услуги по изготовлению ортопедической конструкции стоматологической: починка перелома базиса самотвердеющей пластмассой,7900.0
Услуги,811008,Услуги по изготовлению ортопедической конструкции стоматологической: замена матрицы в бюгельном протезе,5400.0
Услуги,811009,Услуги по изготовлению ортопедической конструкции стоматологической: замена втулки аттачмента,4500.0
Услуги,811010,Услуги по изготовлению ортопедической конструкции стоматологической: чистка протеза,4000.0
Виды съемного протезирования,811100,Протезирование зубов полными съемными пластиночными протезами из безакриловой пластмассы,40000.0
Виды съемного протезирования,811101,Протезирование зубов полными съемными пластиночными протезами,32200.0
Виды съемного протезирования,811102,Протезирование зубов полными съемными пластиночными протезами (иммедиат-протез),25500.0
Виды съемного протезирования,811103,Протезирование частичными съемными пластиночными протезами из безакриловой пластмассы,30000.0
Виды съемного протезирования,811104,Протезирование частичными съемными пластиночными протезами,26500.0
Виды съемного протезирования,811105,Протезирование частичными съемными пластиночными протезами (иммедиат- протез),21300.0
Виды съемного протезирования,811106,Изготовление съемного протеза из термопластического материала до 2-х зубов,12700.0
Виды бюгельного протезирования,811200,Изготовление коронки бюгельной,18000.0
Виды бюгельного протезирования,811201,Протезирование съемными бюгельными протезами,44900.0
Виды бюгельного протезирования,811202,Протезирование съемными бюгельными протезами с двумя замками,70800.0
Виды бюгельного протезирования,811203,Протезирование съемными бюгельными протезами с опорноудерживающими кламмерами,55200.0
Виды бюгельного протезирования,811204,Протезирование съемными бюгельными протезами: шинирующий протез,70800.0
Виды бюгельного протезирования,811205,Протезирование съемными бюгельными протезами с одним замком,50100.0
ТРАНСФЕРЫ,811300,Протезирование зуба с использованием имплантата: применение трансфер чека,1500.0
ТРАНСФЕРЫ,811301,Протезирование зуба с использованием имплантата: использование слепочного трансфера Astra Tech (Швеция),5000.0
ТРАНСФЕРЫ,811302,Протезирование зуба с использованием имплантата: использование слепочного трансфера Straumann (Швейцария),4500.0
ТРАНСФЕРЫ,811303,Протезирование зуба с использованием имплантата: использование слепочного трансфера Osstem (Южная Корея),3800.0
ТРАНСФЕРЫ,811304,Протезирование зуба с использованием имплантата: использование слепочного трансфера мультиюнита Medentika (Германия),4000.0
ТРАНСФЕРЫ,811305,Протезирование зуба с использованием имплантата: использование слепочного трансфера мультиюнита Straumann (Швейцария),5000.0
ТРАНСФЕРЫ,811306,Протезирование зуба с использованием имплантата: использование слепочного трансфера мультиюнита Osstem (Южная Корея),3800.0
ТРАНСФЕРЫ,811307,Протезирование зуба с использованием имплантата: использование абатмента для сканирования Medentika (Германия),4000.0
ТРАНСФЕРЫ,811308,Протезирование зуба с использованием имплантата: использование абатмента для сканирования Straumann (Швейцария),5000.0
ТРАНСФЕРЫ,811309,Протезирование зуба с использованием имплантата: использование абатмента для сканирования Osstem (Южная Корея),5000.0
АНАЛОГИ,811400,Протезирование зуба с использованием имплантата: использование аналога имлантата Astra Tech (Швеция),3000.0
АНАЛОГИ,811401,Протезирование зуба с использованием имплантата: использование аналога имлантата Straumann (Швейцария),4000.0
АНАЛОГИ,811402,Протезирование зуба с использованием имплантата: использование аналога имлантата Osstem (Южная Корея),2600.0
АНАЛОГИ,811403,Протезирование зуба с использованием имплантата: использование аналога мультиюнита Medentika (Германия),2500.0
АНАЛОГИ,811404,Протезирование зуба с использованием имплантата: использование аналога мультиюнита Straumann (Швейцария),4000.0
АНАЛОГИ,811405,Протезирование зуба с использованием имплантата: использование аналога мультиюнита Osstem (Южная Корея),2600.0
АНАЛОГИ,811406,Протезирование зуба с использованием имплантата: использование цифрового аналога Medentika (Германия),2500.0
АНАЛОГИ,811407,Протезирование зуба с использованием имплантата: использование цифрового аналога Straumann (Швейцария),4000.0
АНАЛОГИ,811408,Протезирование зуба с использованием имплантата: использование цифрового аналога Osstem (Южная Корея),2800.0
МУЛЬТИЮНИТ-АБАТМЕНТЫ,811500,Протезирование зуба с использованием имплантата: использование прямого мультиюнит абатмента Medentika (Германия),5500.0
МУЛЬТИЮНИТ-АБАТМЕНТЫ,811501,Протезирование зуба с использованием имплантата: использование прямого мультиюнит абатмента Straumann (Швейцария),7500.0
МУЛЬТИЮНИТ-АБАТМЕНТЫ,811502,Протезирование зуба с использованием имплантата: использование прямого мультиюнит абатмента Osstem (Южная Корея),6800.0
МУЛЬТИЮНИТ-АБАТМЕНТЫ,811503,Протезирование зуба с использованием имплантата: использование углового мультиюнит абатмента Medentika (Германия),6100.0
МУЛЬТИЮНИТ-АБАТМЕНТЫ,811504,Протезирование зуба с использованием имплантата: использование углового мультиюнит абатмента Straumann (Швейцария),7500.0
МУЛЬТИЮНИТ-АБАТМЕНТЫ,811505,Протезирование зуба с использованием имплантата: использование углового мультиюнит абатмента Osstem (Южная Корея),7400.0
ВРЕМЕННЫЕ АБАТМЕНТЫ,811600,Протезирование зуба с использованием имплантата: использование временного абатмента Astra Tech (Швеция),5000.0
ВРЕМЕННЫЕ АБАТМЕНТЫ,811601,Протезирование зуба с использованием имплантата: использование временного абатмента Straumann (Швейцария),6200.0
ВРЕМЕННЫЕ АБАТМЕНТЫ,811602,Протезирование зуба с использованием имплантата: использование временного абатмента Osstem (Южная Корея),4200.0
ПОСТОЯННЫЕ АБАТМЕНТЫ,811700,Протезирование зуба с использованием имплантата: использование титанового абатмента Astra Tech (Швеция),6000.0
ПОСТОЯННЫЕ АБАТМЕНТЫ,811701,Протезирование зуба с использованием имплантата: использование титанового абатмента Straumann (Швейцария),9000.0
ПОСТОЯННЫЕ АБАТМЕНТЫ,811702,Протезирование зуба с использованием имплантата: использование титанового абатмента Osstem (Южная Корея),7200.0
ТИТАНОВЫЕ ОСНОВАНИЯ,811800,Протезирование зуба с использованием имплантата: использование титанового основания Medentika (Германия),4500.0
ТИТАНОВЫЕ ОСНОВАНИЯ,811801,Протезирование зуба с использованием имплантата: использование титанового основания  Straumann (Швейцария),4500.0
ТИТАНОВЫЕ ОСНОВАНИЯ,811802,Протезирование зуба с использованием имплантата: использование титанового основания  Osstem (Южная Корея),4600.0
ТИТАНОВЫЕ ОСНОВАНИЯ,811900,Протезирование зуба с использованием имплантата: использование клинического винта Astra Tech (Швеция),2000.0
ТИТАНОВЫЕ ОСНОВАНИЯ,811901,Протезирование зуба с использованием имплантата: использование клинического винта Medentika (Германия),2000.0
ТИТАНОВЫЕ ОСНОВАНИЯ,811902,Протезирование зуба с использованием имплантата: использование клинического винта Straumann (Швейцария),2000.0
ТИТАНОВЫЕ ОСНОВАНИЯ,811903,Протезирование зуба с использованием имплантата: использование клинического винта  Osstem (Южная Корея),3300.0
ДЛЯ СЪЕМНОГО ПРОТЕЗИРОВАНИЯ,812000,Протезирование зуба с использованием имплантата: использование абатмента шаровидного на имплантат Astra Tech (Швеция),15000.0
ДЛЯ СЪЕМНОГО ПРОТЕЗИРОВАНИЯ,812001,Протезирование зуба с использованием имплантата: использование абатмента шаровидного на имплантат Straumann (Швейцария),15000.0
ДЛЯ СЪЕМНОГО ПРОТЕЗИРОВАНИЯ,812002,Протезирование зуба с использованием имплантата: использование абатмента шаровидного на имплантат  Osstem (Южная Корея),12800.0
ДЛЯ СЪЕМНОГО ПРОТЕЗИРОВАНИЯ,812003,Протезирование зуба с использованием имплантата: использование локатор-абатмента Medentika (Германия),8000.0
ДЛЯ СЪЕМНОГО ПРОТЕЗИРОВАНИЯ,812004,Протезирование зуба с использованием имплантата: использование локатор-абатмента Straumann (Швейцария),10000.0
ДЛЯ СЪЕМНОГО ПРОТЕЗИРОВАНИЯ,812005,Протезирование зуба с использованием имплантата: использование локатор-абатмента Osstem (Южная Корея),9200.0
ДЛЯ СЪЕМНОГО ПРОТЕЗИРОВАНИЯ,812006,Протезирование зуба с использованием имплантата: использование матриц Medentika (Германия),7500.0
ДЛЯ СЪЕМНОГО ПРОТЕЗИРОВАНИЯ,812007,Протезирование зуба с использованием имплантата: использование матриц Straumann (Швейцария),7500.0
ДЛЯ СЪЕМНОГО ПРОТЕЗИРОВАНИЯ,812008,Протезирование зуба с использованием имплантата: использование матриц Osstem (Южная Корея),7600.0
Временное протезирование с опорой на дентальные имплантаты,812100,Протезирование зуба с использованием имплантата: коронка временная на имплантат,8000.0
Временное протезирование с опорой на дентальные имплантаты,812101,Протезирование зуба с использованием имплантата: коронка временная пластмассовая CAD/CAM на имплантат,15000.0
Цементируемое протезирование с опорой на дентальные имплантаты,812200,Протезирование зуба с использованием имплантата: абатмент титановый фрезерованный по технологии CAD/CAM,15000.0
Цементируемое протезирование с опорой на дентальные имплантаты,812201,Протезирование зуба с использованием имплантата: абатмент из диоксида циркония по технологии CAD/CAM,25000.0
Цементируемое протезирование с опорой на дентальные имплантаты,812202,Протезирование зуба с использованием имплантата: коронка металлокерамическая с опорой на имплантат,20000.0
Цементируемое протезирование с опорой на дентальные имплантаты,812203,Протезирование зуба с использованием имплантата: коронка из диоксида циркония на имплантат методом окрашивания по технологии CAD/CAM,20000.0
Цементируемое протезирование с опорой на дентальные имплантаты,812204,Протезирование зуба с использованием имплантата: коронка керамическая на каркасе из диоксид циркония с опорой на имплантат,25000.0
Цементируемое протезирование с опорой на дентальные имплантаты,812205,Протезирование зуба с использованием имплантата: коронка из диоксида циркония на имплантат методом послойного нанесения с индивидуальной эстетикой,55000.0
Винтовое протезирование с опорой на дентальные имплантаты,812300,Протезирование зуба с использованием имплантата: титановое основание стандартное,8400.0
Винтовое протезирование с опорой на дентальные имплантаты,812301,Протезирование зуба с использованием имплантата: коронка металлокерамическая на имплантат с винтовой фиксацией,25000.0
Винтовое протезирование с опорой на дентальные имплантаты,812302,Протезирование зуба с использованием имплантата: коронка из диоксида циркония на имплантат методом окрашивания по технологии CAD/CAM с винтовой фиксацией,35000.0
Винтовое протезирование с опорой на дентальные имплантаты,812303,Протезирование зуба с использованием имплантата: коронка керамическая безметалловая на имплантат с винтовой фиксацией с индивидуальной эстетикой,55000.0
Условносъемное протезирование с опорой на дентальные имплантаты,812400,Протезирование зуба с использованием имплантата: установка съемного протеза на имплантаты с 2 шаровидными абатментами,90000.0
Условносъемное протезирование с опорой на дентальные имплантаты,812401,Протезирование зуба с использованием имплантата: установка условно-съемного протеза на имплантаты (all-on-4),210000.0
Условносъемное протезирование с опорой на дентальные имплантаты,812402,Протезирование зуба с использованием имплантата: установка условно-съемного протеза на имплантаты (all-on-6),260000.0
Условносъемное протезирование с опорой на дентальные имплантаты,812403,Протезирование зуба с использованием имплантата: установка металлопластмассового протеза (фрезерованная балка) на 4-х имплантатах,210000.0
Условносъемное протезирование с опорой на дентальные имплантаты,812404,Протезирование зуба с использованием имплантата: установка металлопластмассового протеза (литая балка) на 4-х имплантатах,160000.0
Условносъемное протезирование с опорой на дентальные имплантаты,812405,Протезирование зуба с использованием имплантата: фрезерованная балка из диоксида циркония на 6 опорах с коронками из диоксида циркония,420000.0
Условносъемное протезирование с опорой на дентальные имплантаты,812406,Протезирование зуба с использованием имплантата: фрезерованная балка из диоксида циркония на 8 опорах с коронками из диоксида циркония,460000.0
Детская стоматология,812500,Обучение гигиене полости рта у ребенка,1600.0
Детская стоматология,812501,"Удаление временного зуба (в период физиологической смены, подвижного)",1200.0
Детская стоматология,812502,Удаление временного зуба (простое),1200.0
Детская стоматология,812503,Удаление временного зуба (сложное),1800.0
Детская стоматология,812504,Удаление временного зуба (многокорневого в стадии обострения),2500.0
Детская стоматология,812505,Удаление временного зуба (многокорневого сложное),2800.0
Детская стоматология,812506,"Восстановление зуба пломбой I, II, III, V, VI класс по Блэку с использованием стоматологических цементов в детской стоматологии",4200.0
Детская стоматология,812507,"Восстановление зуба пломбой I, V, VI класс по Блэку с использованием материалов из фотополимеров в детской стоматологии",4700.0
Детская стоматология,812508,"Восстановление зуба пломбой I, V, VI класс по Блэку с использованием материалов из фотополимеров (Dyract 1)",4500.0
Детская стоматология,812509,"Восстановление зуба пломбой I, V, VI класс по Блэку с использованием материалов из фотополимеров (TWINKY STAR)",4500.0
Детская стоматология,812510,"Восстановление зуба пломбой I, V, VI класс по Блэку с использованием материалов из фотополимеров (временный зуб)",4200.0
Детская стоматология,812511,"Восстановление зуба пломбой I, V, VI класс по Блэку с использованием материалов из фотополимеров (постоянный зуб)",4500.0
Детская стоматология,812512,Восстановление зуба пломбой IV класс по Блэку с использованием материалов из фотополимеров в детской стоматологии,4500.0
Детская стоматология,812513,Восстановление зуба пломбой IV класс по Блэку с использованием материалов из фотополимеров (для постоянных зубов),5100.0
Детская стоматология,812514,Восстановление зуба пломбой IV класс по Блэку с использованием материалов из фотополимеров (Эстетическая реставрация зуба пациента детского возраста),6500.0
Детская стоматология,812515,Восстановление зуба пломбой IV класс по Блэку с использованием стеклоиномерных цементов в детский стоматологии,3600.0
Детская стоматология,812516,"Восстановление зуба пломбой с нарушением контактного пункта II, III класс по Блэку с использованием материалов из фотополимеров в детской стоматологии",3600.0
Детская стоматология,812517,"Восстановление зуба пломбой с нарушением контактного пункта II, III класс по Блэку с использованием материалов из фотополимеров (TWINKY STAR)",2900.0
Детская стоматология,812518,"Восстановление зуба пломбой с нарушением контактного пункта II, III класс по Блэку с использованием материалов из фотополимеров (для постоянных зубов)",4700.0
Детская стоматология,812519,"Наложение временной пломбы (с использованием материалов из фотополимеров, или стеклоиономерного цемента)",700.0
Детская стоматология,812520,"Наложение временной пломбы (изолирующей прокладки Dycal, Vitremer, Vitrebond, Fudji)",700.0
Детская стоматология,812521,Пломбирование одного корневого канала зуба гуттаперчевыми штифтами на основе гуттасилера,1000.0
Детская стоматология,812522,Пломбирование одного корневого канала зуба гуттаперчевыми штифтами на основе силера: AH+,1200.0
Детская стоматология,812523,"Пломбирование одного корневого канала зуба пастой Форедент, цинкоксид-эвгеноловой, эндометазоновой пастой",700.0
Детская стоматология,812524,"Пульпотомия (ампутация коронковой пульпы) (ProRoot MTA, Biodentine)",4800.0
Детская стоматология,812525,Пульпотомия (ампутация коронковой пульпы) (наложение биосовместимого материала),3800.0
Детская стоматология,812526,Пульпотомия (ампутация коронковой пульпы) (наложение резорцин-формалиновой смеси),2800.0
Детская стоматология,812527,"Пластика уздечки языка, нижней и верхней губы в детской стоматологии",6200.0
Детская стоматология,812528,Пластика уздечки языка (у новорожденного),4600.0
Детская стоматология,812529,"Профессиональная гигиена полости рта и зубов (временный, сменный прикус)",4800.0
Детская стоматология,812530,Профессиональная гигиена полости рта и зубов (постоянный прикус),5900.0
Детская стоматология,812531,Запечатывание фиссуры зуба герметиком (инвазивная - с препарированием),3600.0
Детская стоматология,812532,Запечатывание фиссуры зуба герметиком (неинвазивная - без препарирования),2800.0
Детская стоматология,812533,"Запечатывание фиссуры зуба герметиком (временного зуба, молочного моляра)",1800.0
Детская стоматология,812534,Лечение кариеса с применением неинвазивной технологии Айкон,4500.0
Детская стоматология,812535,Покрытие педиатрическими  полосками коронки 3M ™ ESPE ™ (1 зуб),4000.0
Детская стоматология,812536,Восстановление молочного зуба индивидуальной эстетической коронкой,9800.0
Детская стоматология,812537,Покрытие временных зубов 3M Stainless Steel Crowns Коронками из нержавеющей стали,4000.0
Детская стоматология,812538,Удаление корня молочного зуба,1000.0
Детская стоматология,812539,Перевязка после хирургических вмешательств в полости рта,800.0
Детская стоматология,812540,Иссечение новообразований на слизистой и мягких тканях полости рта ( с последующим гистологическим исследованием),4800.0
Детская стоматология,812541,Покрытие временных зубов Saforide ( 1 зуб),1000.0
Детская стоматология,812542,"Раскрытие полости зуба, эвакуация распада пульпы (периодонтит 1 сеанс)",1800.0
